id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Atypical_NKT_cells|Atypical_NKT_cells	Atypical_NKT_cells|CD8+_CD73+_regulatory_T_cells	Atypical_NKT_cells|CD8+_NK-like_TEMRA_cells	Atypical_NKT_cells|CD8+_NK-like_early_effector_T_cells	Atypical_NKT_cells|CD8+_TEMRA_cells	Atypical_NKT_cells|CD8+_central_memory_T_cells	Atypical_NKT_cells|CD8+_cycling_effector_T_cells	Atypical_NKT_cells|CD8+_effector_memory_T_cells_1	Atypical_NKT_cells|CD8+_effector_memory_T_cells_2	Atypical_NKT_cells|CD8+_naive_T_cells	Atypical_NKT_cells|Gamma_Delta_T_cells	Atypical_NKT_cells|MAIT_cells	CD8+_CD73+_regulatory_T_cells|Atypical_NKT_cells	CD8+_CD73+_regulatory_T_cells|CD8+_CD73+_regulatory_T_cells	CD8+_CD73+_regulatory_T_cells|CD8+_NK-like_TEMRA_cells	CD8+_CD73+_regulatory_T_cells|CD8+_NK-like_early_effector_T_cells	CD8+_CD73+_regulatory_T_cells|CD8+_TEMRA_cells	CD8+_CD73+_regulatory_T_cells|CD8+_central_memory_T_cells	CD8+_CD73+_regulatory_T_cells|CD8+_cycling_effector_T_cells	CD8+_CD73+_regulatory_T_cells|CD8+_effector_memory_T_cells_1	CD8+_CD73+_regulatory_T_cells|CD8+_effector_memory_T_cells_2	CD8+_CD73+_regulatory_T_cells|CD8+_naive_T_cells	CD8+_CD73+_regulatory_T_cells|Gamma_Delta_T_cells	CD8+_CD73+_regulatory_T_cells|MAIT_cells	CD8+_NK-like_TEMRA_cells|Atypical_NKT_cells	CD8+_NK-like_TEMRA_cells|CD8+_CD73+_regulatory_T_cells	CD8+_NK-like_TEMRA_cells|CD8+_NK-like_TEMRA_cells	CD8+_NK-like_TEMRA_cells|CD8+_NK-like_early_effector_T_cells	CD8+_NK-like_TEMRA_cells|CD8+_TEMRA_cells	CD8+_NK-like_TEMRA_cells|CD8+_central_memory_T_cells	CD8+_NK-like_TEMRA_cells|CD8+_cycling_effector_T_cells	CD8+_NK-like_TEMRA_cells|CD8+_effector_memory_T_cells_1	CD8+_NK-like_TEMRA_cells|CD8+_effector_memory_T_cells_2	CD8+_NK-like_TEMRA_cells|CD8+_naive_T_cells	CD8+_NK-like_TEMRA_cells|Gamma_Delta_T_cells	CD8+_NK-like_TEMRA_cells|MAIT_cells	CD8+_NK-like_early_effector_T_cells|Atypical_NKT_cells	CD8+_NK-like_early_effector_T_cells|CD8+_CD73+_regulatory_T_cells	CD8+_NK-like_early_effector_T_cells|CD8+_NK-like_TEMRA_cells	CD8+_NK-like_early_effector_T_cells|CD8+_NK-like_early_effector_T_cells	CD8+_NK-like_early_effector_T_cells|CD8+_TEMRA_cells	CD8+_NK-like_early_effector_T_cells|CD8+_central_memory_T_cells	CD8+_NK-like_early_effector_T_cells|CD8+_cycling_effector_T_cells	CD8+_NK-like_early_effector_T_cells|CD8+_effector_memory_T_cells_1	CD8+_NK-like_early_effector_T_cells|CD8+_effector_memory_T_cells_2	CD8+_NK-like_early_effector_T_cells|CD8+_naive_T_cells	CD8+_NK-like_early_effector_T_cells|Gamma_Delta_T_cells	CD8+_NK-like_early_effector_T_cells|MAIT_cells	CD8+_TEMRA_cells|Atypical_NKT_cells	CD8+_TEMRA_cells|CD8+_CD73+_regulatory_T_cells	CD8+_TEMRA_cells|CD8+_NK-like_TEMRA_cells	CD8+_TEMRA_cells|CD8+_NK-like_early_effector_T_cells	CD8+_TEMRA_cells|CD8+_TEMRA_cells	CD8+_TEMRA_cells|CD8+_central_memory_T_cells	CD8+_TEMRA_cells|CD8+_cycling_effector_T_cells	CD8+_TEMRA_cells|CD8+_effector_memory_T_cells_1	CD8+_TEMRA_cells|CD8+_effector_memory_T_cells_2	CD8+_TEMRA_cells|CD8+_naive_T_cells	CD8+_TEMRA_cells|Gamma_Delta_T_cells	CD8+_TEMRA_cells|MAIT_cells	CD8+_central_memory_T_cells|Atypical_NKT_cells	CD8+_central_memory_T_cells|CD8+_CD73+_regulatory_T_cells	CD8+_central_memory_T_cells|CD8+_NK-like_TEMRA_cells	CD8+_central_memory_T_cells|CD8+_NK-like_early_effector_T_cells	CD8+_central_memory_T_cells|CD8+_TEMRA_cells	CD8+_central_memory_T_cells|CD8+_central_memory_T_cells	CD8+_central_memory_T_cells|CD8+_cycling_effector_T_cells	CD8+_central_memory_T_cells|CD8+_effector_memory_T_cells_1	CD8+_central_memory_T_cells|CD8+_effector_memory_T_cells_2	CD8+_central_memory_T_cells|CD8+_naive_T_cells	CD8+_central_memory_T_cells|Gamma_Delta_T_cells	CD8+_central_memory_T_cells|MAIT_cells	CD8+_cycling_effector_T_cells|Atypical_NKT_cells	CD8+_cycling_effector_T_cells|CD8+_CD73+_regulatory_T_cells	CD8+_cycling_effector_T_cells|CD8+_NK-like_TEMRA_cells	CD8+_cycling_effector_T_cells|CD8+_NK-like_early_effector_T_cells	CD8+_cycling_effector_T_cells|CD8+_TEMRA_cells	CD8+_cycling_effector_T_cells|CD8+_central_memory_T_cells	CD8+_cycling_effector_T_cells|CD8+_cycling_effector_T_cells	CD8+_cycling_effector_T_cells|CD8+_effector_memory_T_cells_1	CD8+_cycling_effector_T_cells|CD8+_effector_memory_T_cells_2	CD8+_cycling_effector_T_cells|CD8+_naive_T_cells	CD8+_cycling_effector_T_cells|Gamma_Delta_T_cells	CD8+_cycling_effector_T_cells|MAIT_cells	CD8+_effector_memory_T_cells_1|Atypical_NKT_cells	CD8+_effector_memory_T_cells_1|CD8+_CD73+_regulatory_T_cells	CD8+_effector_memory_T_cells_1|CD8+_NK-like_TEMRA_cells	CD8+_effector_memory_T_cells_1|CD8+_NK-like_early_effector_T_cells	CD8+_effector_memory_T_cells_1|CD8+_TEMRA_cells	CD8+_effector_memory_T_cells_1|CD8+_central_memory_T_cells	CD8+_effector_memory_T_cells_1|CD8+_cycling_effector_T_cells	CD8+_effector_memory_T_cells_1|CD8+_effector_memory_T_cells_1	CD8+_effector_memory_T_cells_1|CD8+_effector_memory_T_cells_2	CD8+_effector_memory_T_cells_1|CD8+_naive_T_cells	CD8+_effector_memory_T_cells_1|Gamma_Delta_T_cells	CD8+_effector_memory_T_cells_1|MAIT_cells	CD8+_effector_memory_T_cells_2|Atypical_NKT_cells	CD8+_effector_memory_T_cells_2|CD8+_CD73+_regulatory_T_cells	CD8+_effector_memory_T_cells_2|CD8+_NK-like_TEMRA_cells	CD8+_effector_memory_T_cells_2|CD8+_NK-like_early_effector_T_cells	CD8+_effector_memory_T_cells_2|CD8+_TEMRA_cells	CD8+_effector_memory_T_cells_2|CD8+_central_memory_T_cells	CD8+_effector_memory_T_cells_2|CD8+_cycling_effector_T_cells	CD8+_effector_memory_T_cells_2|CD8+_effector_memory_T_cells_1	CD8+_effector_memory_T_cells_2|CD8+_effector_memory_T_cells_2	CD8+_effector_memory_T_cells_2|CD8+_naive_T_cells	CD8+_effector_memory_T_cells_2|Gamma_Delta_T_cells	CD8+_effector_memory_T_cells_2|MAIT_cells	CD8+_naive_T_cells|Atypical_NKT_cells	CD8+_naive_T_cells|CD8+_CD73+_regulatory_T_cells	CD8+_naive_T_cells|CD8+_NK-like_TEMRA_cells	CD8+_naive_T_cells|CD8+_NK-like_early_effector_T_cells	CD8+_naive_T_cells|CD8+_TEMRA_cells	CD8+_naive_T_cells|CD8+_central_memory_T_cells	CD8+_naive_T_cells|CD8+_cycling_effector_T_cells	CD8+_naive_T_cells|CD8+_effector_memory_T_cells_1	CD8+_naive_T_cells|CD8+_effector_memory_T_cells_2	CD8+_naive_T_cells|CD8+_naive_T_cells	CD8+_naive_T_cells|Gamma_Delta_T_cells	CD8+_naive_T_cells|MAIT_cells	Gamma_Delta_T_cells|Atypical_NKT_cells	Gamma_Delta_T_cells|CD8+_CD73+_regulatory_T_cells	Gamma_Delta_T_cells|CD8+_NK-like_TEMRA_cells	Gamma_Delta_T_cells|CD8+_NK-like_early_effector_T_cells	Gamma_Delta_T_cells|CD8+_TEMRA_cells	Gamma_Delta_T_cells|CD8+_central_memory_T_cells	Gamma_Delta_T_cells|CD8+_cycling_effector_T_cells	Gamma_Delta_T_cells|CD8+_effector_memory_T_cells_1	Gamma_Delta_T_cells|CD8+_effector_memory_T_cells_2	Gamma_Delta_T_cells|CD8+_naive_T_cells	Gamma_Delta_T_cells|Gamma_Delta_T_cells	Gamma_Delta_T_cells|MAIT_cells	MAIT_cells|Atypical_NKT_cells	MAIT_cells|CD8+_CD73+_regulatory_T_cells	MAIT_cells|CD8+_NK-like_TEMRA_cells	MAIT_cells|CD8+_NK-like_early_effector_T_cells	MAIT_cells|CD8+_TEMRA_cells	MAIT_cells|CD8+_central_memory_T_cells	MAIT_cells|CD8+_cycling_effector_T_cells	MAIT_cells|CD8+_effector_memory_T_cells_1	MAIT_cells|CD8+_effector_memory_T_cells_2	MAIT_cells|CD8+_naive_T_cells	MAIT_cells|Gamma_Delta_T_cells	MAIT_cells|MAIT_cells
CPI-SS0817CE2B3	CCL3L1_CCR1	simple:P16619	simple:P32246	CCL3L1	CCR1	True	False	True	curated	False	0.007																																																																																																																																																0.292
CPI-SS064C772FE	CCR10_CCL28	simple:P46092	simple:Q9NRJ3	CCR10	CCL28	True	True	False	guidetopharmacology.org	False	0.014																																											0.161																								0.123																																																																													
CPI-SS04641FE5F	CCL3L1_DPP4	simple:P16619	simple:P27487	CCL3L1	DPP4	True	False	True	I2D	False	0.021																																																																																																																																						0.123				0.123						0.322
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	CCL3	CCR1	True	False	True	curated	False	0.028																																				0.461																								0.326																								0.378																																																0.343												
CPI-SC09E5431A2	IFNG_Type II IFNR	simple:P01579	complex:Type II IFNR	IFNG		True	False	True	curated	False	0.028																																																																														0.184				0.199																				0.15				0.165																																						
CPI-SS048A2311A	TNF_RIPK1	simple:P01375	simple:Q13546	TNF	RIPK1	True	False	True	I2D,IMEx,InnateDB,InnateDB-All,IntAct,MINT	False	0.042																																																																															0.128																																																						0.139						0.163	0.135	0.144			0.139
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	TGFB1		True	False	True	curated	False	0.042												0.367																								0.307																								0.312																								0.393																								0.275																								0.381												
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	CCL4	SLC7A1	True	False	True	IMEx,IntAct	False	0.049																															0.728																								0.667																								0.455												0.502												0.646																								0.569												0.381					
CPI-SS0ADC886E5	CCL4_CCR8	simple:P13236	simple:P51685	CCL4	CCR8	True	False	True	I2D	False	0.049																														0.755																								0.694																								0.482												0.529												0.673																								0.596												0.408						
CPI-SS0C090A257	CCL3_CCR5	simple:P10147	simple:P51681	CCL3	CCR5	True	False	True	curated	False	0.056																																	0.301			0.348																					0.166			0.212																					0.218			0.264																																													0.183			0.229												
CPI-SS0E2431C09	PDCD1_FAM3C	simple:Q15116	simple:Q92520	PDCD1	FAM3C	True	True	False	InnateDB-All	False	0.062																																																																											0.165	0.148							0.192	0.166															0.177	0.16			0.136				0.204	0.178																																				
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	CCL5	CCR1	True	False	True	curated	False	0.062												1.993												1.799												2.156																								2.143																								1.844												1.919												2.212																								1.931												1.814
CPI-SS0ABD11350	HLA-C_KIR2DL1	simple:HLAC	simple:P43626	HLA-C	KIR2DL1	False	True	True	curated	False	0.062			2.271																								2.116												1.901												2.108																								1.987												1.953												2.022																								2.165												1.913									
CPI-SS0EA05941A	CCL5_CCR4	simple:P13501	simple:P51679	CCL5	CCR4	True	False	True	curated	False	0.062						1.868												1.674												2.031																								2.018																								1.719												1.794												2.087																								1.806												1.689						
CPI-SS0179FBFD3	TNFRSF10A_TNFSF10	simple:O00220	simple:P50591	TNFRSF10A	TNFSF10	True	True	False	curated	False	0.062																0.315		0.35	0.273		0.255			0.253																																								0.291		0.326			0.232			0.229																																																																								
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ADORA2A	NAMPT	True	True	False	I2D,IMEx,InnateDB-All,MINT	False	0.069																																											0.136		0.122																						0.13		0.115																						0.145		0.13										0.136		0.122										0.137		0.122																											
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	TNF	TNFRSF1B	True	False	True	curated	False	0.076																																																																									0.338				0.293				0.282																																																				0.374		0.278		0.328		0.332	0.246	0.318		0.304	0.246
CPI-SS03FA58286	TNF_VSIR	simple:P01375	simple:Q9H7M9	TNF	VSIR	True	False	True	IMEx,IntAct	False	0.076																																																																												0.385								0.46																																																	0.357			0.421	0.345	0.331		0.328	0.379	0.327	0.402	0.495
CPI-SS02CF96625	KIR2DL3_FAM3C	simple:P43628	simple:Q92520	KIR2DL3	FAM3C	True	True	False	IMEx,IntAct	False	0.076																											0.524	0.507			0.483				0.551	0.525																																															0.188																																								0.503	0.486			0.462				0.53	0.504												
CPI-SS002DF6C31	LGALS9_SLC1A5	simple:O00182	simple:Q15758	LGALS9	SLC1A5	True	False	True	I2D,InnateDB-All	False	0.076																															0.162		0.173																								0.128												0.14										0.288		0.3												0.139										0.266		0.278																						0.162		0.174															
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	TNF	TNFRSF1A	True	False	True	curated	False	0.083																																																																									0.188		0.218		0.184						0.225	0.177																																																	0.223		0.253		0.219			0.176	0.176		0.26	0.212
CPI-SS08B7D54A3	TNF_FAS	simple:P01375	simple:P25445	TNF	FAS	True	False	True	InnateDB-All	False	0.083																																																																															0.184		0.166			0.172																																																	0.168		0.171	0.163	0.156	0.161	0.219	0.179	0.201			0.207
CPI-CS0A9D23000	NKG2D II receptor_MICB	complex:NKG2D II receptor	simple:Q29980		MICB	False	True	False	curated	False	0.083							0.783		0.774																						0.894		0.885																						0.9		0.891																																		0.77		0.762										0.952		0.943																						0.837		0.828															
CPI-SS0D1D95883	CCL4_CCR5	simple:P13236	simple:P51681	CCL4	CCR5	True	False	True	curated	False	0.09												0.415																					0.735			0.781																					0.673			0.719																								0.507									0.508			0.554									0.652			0.698																					0.575			0.622												0.434
CPI-SS03EF699C7	HLA-E_KLRC1	simple:P13747	simple:P26715	HLA-E	KLRC1	False	False	True	curated	False	0.097							1.733				1.811																				1.678				1.756																				1.683				1.761																																1.552				1.63								1.641				1.719																				1.692				1.77								1.67				1.748	
CPI-CS0715DE78D	CD94:NKG2A_HLA-E	complex:CD94:NKG2A	simple:P13747		HLA-E	False	True	False	curated	False	0.097																																																																									1.733		1.678		1.683			1.552	1.641		1.692	1.67																																					1.811		1.756		1.761			1.63	1.719		1.77	1.748												
CPI-SS0C7012011	CXCR1_YARS	simple:P25024	simple:P54577	CXCR1	YARS	False	True	False	guidetopharmacology.org	False	0.104																																																																									0.299		0.258		0.224		0.251	0.221	0.284			0.27																																					0.317		0.276		0.242		0.269	0.239	0.302		0.209	0.288												
CPI-SS0E23CEB91	LGALS9_HAVCR2	simple:O00182	simple:Q8TDQ0	LGALS9	HAVCR2	True	False	True	curated	False	0.111																									0.194										0.209														0.149										0.164		0.161										0.176		0.321										0.336		0.16										0.175		0.299										0.314														0.195										0.21		0.148										0.163	
CPI-CS0023FA839	CD94:NKG2E_HLA-E	complex:CD94:NKG2E	simple:P13747		HLA-E	False	True	False	curated	False	0.111																									1.854		1.799	1.568	1.804			1.673	1.762	1.518	1.813	1.791																																					1.741		1.686		1.691			1.56	1.649		1.7	1.678																																																												
CPI-SC08923F7F7	F11R_aLb2 complex	simple:Q9Y624	complex:aLb2 complex	F11R		False	True	False	curated	True	0.125													0.322		0.35		0.335			0.266	0.368		0.353		0.334		0.362		0.347			0.278	0.381		0.365																																																																																						0.323		0.351		0.336			0.267	0.37		0.354													
CPI-SS0B01D306C	CCL5_CCR5	simple:P13501	simple:P51681	CCL5	CCR5	True	False	True	curated	False	0.125									1.833			1.879									1.639			1.685									1.996			2.042																					1.983			2.029																					1.684			1.73									1.759			1.805									2.052			2.098																					1.771			1.817									1.654			1.7
CPI-SS0D4BF6CA3	CD27_CD70	simple:P26842	simple:P32970	CD27	CD70	True	True	False	curated	False	0.146													0.54						0.525		0.512																0.509						0.494		0.482																0.455						0.44		0.427																0.479						0.464		0.451				0.388						0.373		0.36				0.587						0.572		0.559																0.408						0.393		0.38			
CPI-SS0DEDA3567	TNFSF10_RIPK1	simple:P50591	simple:Q13546	TNFSF10	RIPK1	True	False	True	InnateDB-All	False	0.16																																					0.309						0.333	0.304	0.313			0.308													0.344						0.368	0.339	0.348			0.343	0.267						0.291		0.271																0.249						0.273	0.245	0.254			0.248																									0.247						0.271	0.243	0.252			0.246
CPI-SS0D5C54214	LTA_RIPK1	simple:P01374	simple:Q13546	LTA	RIPK1	True	False	True	IMEx,InnateDB-All,MINT	False	0.16													0.162						0.186	0.157	0.166			0.161													0.17						0.194	0.166	0.175			0.17													0.159						0.183	0.154	0.163			0.158																																					0.182						0.206	0.177	0.186			0.181																			0.168	0.139	0.148			
CPI-SS0AFC7BACF	ADGRG5_FAM3C	simple:Q8IZF4	simple:Q92520	ADGRG5	FAM3C	True	True	False	InnateDB-All	False	0.167			0.199	0.183			0.159				0.227	0.201															0.18	0.164							0.207	0.182															0.168	0.151							0.195	0.169															0.16								0.187	0.161															0.156	0.139							0.183	0.157															0.188	0.172							0.215	0.19												
CPI-SS087321EB5	SELL_SELPLG	simple:P14151	simple:Q14242	SELL	SELPLG	False	False	True	curated	False	0.181																																					1.052										1.048														1.451	1.372	1.267	1.337	1.376	1.289	1.313	1.278	1.378	1.204	1.447	1.339																																					1.549	1.47	1.365	1.435	1.475	1.387	1.411	1.376	1.476	1.302	1.546	1.437																								
CPI-SS055E061C9	LAMP1_FAM3C	simple:P11279	simple:Q92520	LAMP1	FAM3C	True	True	False	InnateDB-All	False	0.181			0.53	0.514			0.49				0.557	0.531															0.418	0.402							0.445	0.42											0.406				0.42	0.403							0.447	0.421																							0.48	0.454											0.396				0.395								0.422	0.396															0.483	0.467			0.443				0.51	0.485											0.414	
CPI-SS0987A89AE	HLA-B_KIR3DL2	simple:HLAB	simple:P43630	HLA-B	KIR3DL2	False	True	True	curated	False	0.188			2.595				2.327				2.431				2.249												2.59				2.323				2.426				2.371								2.207				2.616				2.348				2.451				2.192												2.422								2.258				2.457				2.19				2.293				2.563				2.295				2.398																2.57				2.302				2.406				2.654				2.387				2.49	
CPI-SS0110361CB	LTA_TNFRSF14	simple:P01374	simple:Q92956	LTA	TNFRSF14	True	False	True	curated	False	0.194													0.492		0.472		0.441			0.436	0.468																0.501		0.481		0.45			0.445	0.477		0.476														0.489		0.469		0.438			0.433	0.465		0.465																																						0.512		0.492		0.462	0.431		0.456	0.488		0.488														0.474		0.454		0.423				0.45			
CPI-SS0A4F27388	TNFRSF1A_FASLG	simple:P19438	simple:P48023	TNFRSF1A	FASLG	True	True	False	I2D,InnateDB-All	False	0.201			0.218		0.222		0.258				0.257																0.249		0.252		0.288				0.287												0.182				0.215		0.218		0.254				0.253																												0.171		0.175		0.21				0.209				0.171		0.175		0.211				0.21																0.255		0.259		0.294				0.294				0.207		0.211		0.247				0.246	
CPI-SS02A0FF87F	FAM3C_CLEC2D	simple:Q92520	simple:Q9UHP7	FAM3C	CLEC2D	True	False	True	IMEx,InnateDB-All,IntAct	False	0.201																									0.565		0.496		0.561			0.508	0.599			0.498	0.549		0.48		0.545			0.491	0.582			0.481																									0.525				0.521			0.467	0.558																																								0.593	0.482	0.523		0.588			0.535	0.626			0.525	0.567		0.497		0.563			0.509	0.6			0.499
CPI-SS084BE3E4B	LTA_TNFRSF1A	simple:P01374	simple:P19438	LTA	TNFRSF1A	True	False	True	curated	False	0.201													0.246		0.276		0.242						0.282	0.235													0.254		0.284		0.25			0.207			0.291	0.243													0.243		0.273		0.239			0.195			0.279	0.232																																					0.266		0.296		0.262			0.218	0.219		0.303	0.255													0.228		0.258		0.224						0.264	0.217
CPI-SS0BDD10277	HLA-F_KIR3DL2	simple:P30511	simple:P43630	HLA-F	KIR3DL2	False	False	True	curated	False	0.201			1.035				0.767				0.87				0.878								0.714				0.996				0.728				0.832				0.812												0.988				0.72				0.823				0.817								0.653				0.888								0.724				0.894								0.73				0.979				0.711				0.814				0.822								0.658				0.971				0.703				0.807				0.945				0.677				0.781	
CPI-SS0917CBD53	HLA-C_KIR2DL3	simple:HLAC	simple:P43628	HLA-C	KIR2DL3	False	True	True	curated	False	0.201			2.606				2.242				2.585				2.136								2.115				2.451				2.088				2.431				2.237								2.216				2.443				2.08				2.422				2.105								2.084				2.323								2.302				2.288								2.267				2.357				1.994				2.336				2.049								2.028				2.5				2.137				2.479				2.248								2.227	
CPI-SS048242083	HLA-F_KIR3DL1	simple:P30511	simple:P43629	HLA-F	KIR3DL1	False	False	True	curated	False	0.208			0.978				0.801				1.075				0.821								0.918				0.939				0.762				1.036				0.755								0.852				0.931				0.754				1.028				0.76								0.857				0.831								0.928				0.838								0.934				0.922				0.745				1.019				0.766								0.863				0.914				0.738				1.011				0.888				0.711				0.985	
CPI-SS0CBAA9BCC	HLA-A_KIR3DL1	simple:HLAA	simple:P43629	HLA-A	KIR3DL1	False	True	True	curated	False	0.215			2.454				2.277				2.551				2.099								2.196				2.373				2.196				2.47				2.171								2.268				2.338				2.161				2.434				2.062								2.159				2.24				2.063				2.337				2.237				2.06				2.334				2.323				2.147				2.42												2.069				2.368				2.191				2.465				2.192				2.016				2.289	
CPI-SS0C4E86714	TNFRSF1B_GRN	simple:P20333	simple:P28799	TNFRSF1B	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.222	0.401		0.379		0.382		0.396		0.362		0.397														0.305		0.283		0.286		0.3				0.302														0.356		0.333		0.336		0.35		0.316		0.352														0.359				0.34						0.355		0.274												0.345		0.323		0.325		0.34		0.305		0.341														0.331		0.309		0.312		0.326				0.328													
CPI-CS05AB368CE	CD94:NKG2C_HLA-E	complex:CD94:NKG2C	simple:P13747		HLA-E	False	True	False	curated	False	0.222																									2.74	2.379	2.685	2.454	2.69	2.347	2.35	2.559	2.648	2.404	2.699	2.677													1.961		1.906		1.911			1.78	1.869		1.92	1.898													1.906		1.851		1.856				1.814		1.865	1.843																																					1.975		1.92		1.925			1.794	1.883		1.934	1.912												
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	HLA-C	FAM3C	True	True	False	InnateDB-All	False	0.222			2.236	2.22			2.196				2.264	2.238															2.082	2.066			2.042				2.109	2.084															2.074	2.057			2.033				2.101	2.075															1.953								1.98	1.955			1.919	1.902							1.946	1.92			1.988	1.971			1.947				2.015	1.989															2.131	2.114			2.09				2.158	2.132												
CPI-SS0C4FA643F	HLA-E_KLRC2	simple:P13747	simple:P26717	HLA-E	KLRC2	False	False	True	curated	False	0.222			2.74		1.961		1.906				1.975				2.379												2.685		1.906		1.851				1.92				2.454												2.69		1.911		1.856				1.925				2.347												2.35												2.559		1.78						1.794				2.648		1.869		1.814				1.883				2.404												2.699		1.92		1.865				1.934				2.677		1.898		1.843				1.912	
CPI-SS07D9A48A2	LTA_TNFRSF1B	simple:P01374	simple:P20333	LTA	TNFRSF1B	True	False	True	curated	False	0.222													0.396		0.301		0.351		0.354		0.34		0.327														0.405		0.309		0.359		0.363	0.277	0.349		0.335														0.393		0.298		0.348		0.351	0.266	0.337		0.324																																						0.416		0.321		0.371		0.374	0.289	0.36		0.347	0.289													0.378		0.283		0.333				0.322			
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.243	0.25		0.228		0.231		0.245		0.211		0.247														0.281		0.258		0.261		0.276		0.241		0.277														0.247		0.224		0.227		0.241		0.207		0.243																										0.203		0.181		0.184						0.199		0.203																								0.287		0.265		0.268		0.282		0.248		0.284		0.239		0.217		0.22		0.234		0.2		0.236	
